eci,S_ENBID,S_CELLID,S_PCI,S_EARFCN,scTotal,NcTotal,AdjLT-10db,Adj-10db,Adj-9db,Adj-8db,Adj-7db,Adj-6db,Adj-5db,Adj-4db,Adj-3db,Adj-2db,Adj-1db,Adj0db,Adj1db,Adj2db,Adj3db,Adj4db,Adj5db,Adj6db,AdjGT6db,GE-10,GE-6,TotalNei,NeiGE-10,NeiGE-6,AdjTotal,Adj-10db,Adj-6db,overlap6db,overshoot6db,avg_adj_report_times,dbmtotal,dbmavg,overlap1_num,overlap1_rate,overlap2_num,overlap2_rate,overlap3_num,overlap3_rate,overlap4_num,overlap4_rate,overlap5_num,overlap5_rate,overlap6_num,overlap6_rate,overlap7_num,overlap7_rate,overlap8_num,overlap8_rate,cmccoverlap_num,cmccoverlap_rate,500M,1000M,1500M,AVG-Distance,SinrUL
179631107_H01,701684,3,152,38400,1561,2159,481,135,81,71,131,182,208,248,188,164,102,64,40,42,14,3,3,1,1,1678,1260,21,19,15,1131,726,205,58,18,1.3,76320,-91,657,0.420884048686739,403,0.258167841127482,139,0.0890454836643177,52,0.0333119795003203,9,0.00576553491351698,0,0,0,0,0,0,53,0.0339525944907111,0.270980140935298,0.674567584881486,0.0544522741832159,742,34.4093529788597
179631107_H02,701684,3,152,38400,1388,1685,535,56,68,65,89,185,208,220,96,80,21,26,14,8,2,6,4,1,1,1150,872,24,21,16,276,127,46,52,17,1.2,65393,-93,521,0.37536023054755,230,0.165706051873199,91,0.0655619596541787,29,0.0208933717579251,1,0.000720461095100865,0,0,0,0,0,0,22,0.015850144092219,0.365273775216138,0.605187319884726,0.0295389048991354,643,35.6952449567723
179631107_H03,701684,3,152,38400,1187,1152,499,40,29,52,86,90,114,111,65,30,15,8,4,4,3,0,0,1,1,653,446,22,16,14,57,26,10,39,18,0.9,57675,-91,270,0.227464195450716,90,0.075821398483572,60,0.050547598989048,26,0.0219039595619208,0,0,0,0,0,0,0,0,1,0.0008424599831508,0.369839932603201,0.628475147430497,0.0016849199663016,620,35.7961246840775
179631107_H04,701684,3,152,38400,1380,1100,465,60,50,53,67,60,138,122,41,17,9,7,2,4,3,0,2,0,0,635,405,16,14,10,147,113,13,37,9,0.7,66946,-91,263,0.190579710144928,78,0.0565217391304348,47,0.0340579710144928,17,0.0123188405797101,0,0,0,0,0,0,0,0,0,0,0.643478260869565,0.356521739130435,0,510,35.881884057971
179631107_H05,701684,3,152,38400,1174,1391,554,60,38,44,78,83,207,148,54,40,38,16,11,16,0,3,0,0,1,837,617,17,14,14,139,90,25,44,18,1.1,56199,-92,345,0.293867120954003,155,0.132027257240204,91,0.0775127768313458,26,0.0221465076660988,0,0,0,0,0,0,0,0,6,0.00511073253833049,0.498296422487223,0.489778534923339,0.0119250425894378,585,35.6678023850085
179631107_H06,701684,3,152,38400,1946,2114,744,107,55,134,184,171,214,184,236,22,7,14,7,12,8,4,7,1,3,1370,890,25,18,16,579,430,254,42,44,1,93239,-92,667,0.342754367934224,141,0.0724563206577595,61,0.0313463514902364,21,0.0107913669064748,0,0,0,0,0,0,0,0,3,0.00154162384378212,0.495889003083248,0.494347379239466,0.00976361767728674,604,35.8299075025694
179631107_H07,701684,3,152,38400,2823,2930,974,152,102,131,170,210,252,185,309,158,93,61,51,31,18,9,9,5,10,1956,1401,48,26,20,964,811,669,48,69,1,128671,-94,970,0.343606092809068,276,0.0977683315621679,120,0.0425079702444208,34,0.0120439249025859,1,0.000354233085370174,0,0,0,0,0,0,21,0.00743889479277365,0.360963513992207,0.634431455897981,0.00460503010981226,683,35.4856535600425
179631107_H08,701684,3,152,38400,3144,3218,1270,149,136,144,244,200,221,197,168,149,97,103,58,35,15,15,8,5,4,1948,1275,46,27,20,943,681,469,40,50,1,154255,-91,942,0.299618320610687,202,0.0642493638676845,94,0.0298982188295165,36,0.0114503816793893,1,0.000318066157760814,0,0,0,0,0,0,25,0.00795165394402036,0.368638676844784,0.627862595419847,0.00349872773536896,645,35.6854325699746
179631107_H09,701684,3,152,38400,3664,3935,1594,194,225,245,289,290,306,249,194,122,78,52,33,29,14,6,4,2,9,2341,1388,62,35,26,1004,703,547,35,54,1,184117,-90,956,0.260917030567686,296,0.0807860262008734,97,0.0264737991266376,31,0.00846069868995633,6,0.00163755458515284,1,0.00027292576419214,1,0.00027292576419214,0,0,44,0.0120087336244541,0.299126637554585,0.69514192139738,0.00573144104803493,671,35.7882096069869
179631107_H10,701684,3,152,38400,2729,2498,898,143,174,180,229,199,176,122,95,74,55,50,36,23,10,12,9,7,6,1600,874,55,39,28,886,468,205,35,23,0.9,138039,-89,669,0.245144741663613,135,0.0494686698424331,40,0.0146573836570172,16,0.00586295346280689,9,0.00329791132282887,5,0.00183217295712715,0,0,0,0,27,0.00989373396848662,0.352143642359839,0.640894100403078,0.00696225723708318,639,35.7134481495053
179631107_H11,701684,3,152,38400,4764,5273,2283,411,403,311,321,354,302,247,185,115,94,87,65,44,27,11,6,1,6,2990,1544,45,28,21,1485,822,234,29,16,1.1,226036,-93,1123,0.235726280436608,276,0.0579345088161209,104,0.0218303946263644,34,0.00713685978169605,7,0.00146935348446683,0,0,0,0,0,0,72,0.0151133501259446,0.359151973131822,0.639798488664987,0.0010495382031906,642,35.6798908480269
179631107_H12,701684,3,152,38400,5194,5178,1426,362,366,394,455,516,423,342,233,170,157,140,84,39,35,17,7,2,10,3752,2175,38,24,19,1568,639,157,42,10,0.9,237221,-94,1707,0.328648440508279,381,0.0733538698498267,79,0.0152098575279168,8,0.00154023873700424,0,0,0,0,0,0,0,0,55,0.0105891413169041,0.249133615710435,0.750096264921063,0.000770119368502118,706,35.5204081632653
179631107_H13,701684,3,152,38400,6232,6376,1444,375,350,464,589,529,548,486,418,338,260,222,177,91,48,17,7,6,7,4932,3154,44,23,20,1020,683,74,49,7,1,278687,-95,2529,0.405808729139923,508,0.0815147625160462,112,0.0179717586649551,4,0.000641848523748395,1,0.000160462130937099,0,0,0,0,0,0,68,0.0109114249037227,0.280327342747112,0.719191270860077,0.000481386392811297,682,35.5232670089859
179631107_H14,701684,3,152,38400,5171,5749,1387,300,327,468,543,538,550,415,287,258,235,186,123,64,37,14,7,4,6,4362,2724,52,32,21,956,750,83,47,9,1.1,228317,-96,2001,0.386965770643976,540,0.104428543801973,151,0.0292013150261071,29,0.00560819957455038,3,0.000580158576677625,0,0,0,0,0,0,77,0.0148907368013924,0.282343840649778,0.702378650164378,0.0152775091858441,777,35.6979307677432
179631107_H15,701684,3,152,38400,5356,6108,1895,341,345,395,479,467,430,371,343,292,261,197,128,82,45,15,14,3,5,4213,2653,39,27,23,1132,562,74,43,7,1.1,227913,-97,1828,0.341299477221807,586,0.10941000746826,178,0.0332337565347274,58,0.0108289768483943,3,0.000560119492158327,0,0,0,0,0,0,103,0.0192307692307692,0.239171023151606,0.759708737864078,0.00112023898431665,722,35.7455190440627
179631107_H16,701684,3,152,38400,4961,5564,1176,184,243,344,540,585,533,451,393,343,258,199,125,83,53,30,11,3,10,4388,3077,48,37,30,1422,878,182,55,13,1.1,213213,-97,2142,0.431767788752268,684,0.13787542834106,207,0.0417254585768998,36,0.00725660149163475,7,0.00141100584559565,1,0.000201572263656521,0,0,0,0,116,0.0233823825841564,0.169522273735134,0.828865148155614,0.00161257810925217,750,35.6547067123564
179631107_H17,701684,3,152,38400,4549,4833,1398,228,281,387,457,414,354,293,263,204,189,136,90,64,28,20,12,7,8,3435,2082,46,30,26,1258,771,237,43,19,1,214502,-93,1455,0.319850516597054,480,0.105517696196966,131,0.0287975379204221,15,0.0032974280061552,1,0.00021982853374368,0,0,0,0,0,0,114,0.0250604528467795,0.201582765442955,0.79687843482084,0.00153879973620576,724,35.6357441195867
179631107_H18,701684,3,152,38400,4747,6574,1237,297,373,488,606,594,632,558,462,388,329,271,144,88,46,25,16,7,13,5337,3573,59,41,35,2284,1444,709,54,31,1.3,228497,-92,2310,0.486623130398146,904,0.190436064883084,282,0.0594059405940594,68,0.014324836738993,9,0.00189593427427849,0,0,0,0,0,0,212,0.0446597851274489,0.193806614704024,0.803244154202654,0.0029492310933221,727,35.2626922266695
179631107_H19,701684,3,152,38400,6147,7675,2593,427,427,469,670,775,600,417,320,297,221,159,130,91,42,17,9,6,5,5082,3089,59,27,24,2441,1673,708,40,29,1.2,277412,-95,2206,0.358874247600456,663,0.107857491459248,174,0.0283064909712055,37,0.00601919635594599,8,0.00130144786074508,1,0.000162680982593135,0,0,0,0,112,0.0182202700504311,0.175044737270213,0.820074833251993,0.00488042947779405,770,35.6391735806084
179631107_H20,701684,3,152,38400,6164,7464,1989,427,412,488,568,620,654,552,467,374,298,218,175,90,67,25,13,11,16,5475,3580,61,37,33,2305,1528,480,48,21,1.2,292682,-93,2494,0.40460739779364,895,0.145197923426347,154,0.0249837767683323,29,0.00470473718364698,4,0.000648929266709929,2,0.000324464633354964,1,0.000162232316677482,1,0.000162232316677482,114,0.018494484101233,0.170992861778066,0.823329007138222,0.00567813108371188,748,35.6883517196626
179631107_H21,701684,3,152,38400,6801,7648,1524,392,376,545,709,603,621,607,546,539,395,260,205,138,87,45,21,14,21,6124,4102,63,35,27,2398,1562,504,54,21,1.1,322139,-93,3035,0.446257903249522,866,0.127334215556536,175,0.0257315100720482,22,0.00323481840905749,4,0.000588148801646817,0,0,0,0,0,0,138,0.0202911336568152,0.186590207322453,0.81105719747096,0.00235259520658727,733,35.6804881635054
179631107_H22,701684,3,152,38400,7654,9203,1846,434,538,598,824,809,731,702,750,676,404,343,207,161,91,41,18,14,16,7357,4963,57,32,24,1446,1107,563,54,39,1.2,367307,-92,3779,0.493728769270969,975,0.127384374183433,193,0.0252155735563104,15,0.00195975960282205,1,0.000130650640188137,0,0,0,0,0,0,150,0.0195975960282205,0.123987457538542,0.864776587405278,0.0112359550561798,786,35.422916122289
179631107_H23,701684,3,152,38400,7257,7900,1894,445,495,641,846,750,632,549,447,373,231,199,170,109,55,31,8,11,14,6006,3579,54,33,28,1289,1028,443,45,34,1,323630,-95,2666,0.367369436406228,672,0.0926002480363787,205,0.0282485875706215,29,0.00399614165633182,7,0.000964585917045611,0,0,0,0,0,0,172,0.0237012539616922,0.151991180928758,0.84387487942676,0.00413393964448119,773,35.6136144412292
179673857,701851,1,211,38400,115153,86830,21687,4031,4526,7182,8426,7077,6704,6296,5523,4338,3669,2604,2308,1475,508,218,106,65,87,65143,40978,194,59,40,13751,13595,12856,47,93,0.7,4734694,-99,30198,0.262242407926845,8639,0.0750219273488315,1710,0.014849808515627,370,0.00321311646244562,54,0.000468941321546117,7,6.07886898300522e-005,0,0,0,0,658,0.00571413684402491,0.210467812388735,0.777096558491746,0.0124356291195192,685,35.3912360077462
179673857_H00,701851,1,211,38400,4302,1770,214,148,184,350,175,88,70,45,80,190,121,55,30,13,6,0,0,0,1,1556,699,21,14,9,700,694,693,39,99,0.4,176695,-99,635,0.147605764760576,64,0.0148768014876801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311250581125058,0.683867968386797,0.00488145048814505,641,35.7986982798698
179673857_H01,701851,1,211,38400,3295,1418,191,118,247,380,193,41,13,9,21,42,77,47,32,4,3,0,0,0,0,1227,289,19,13,8,664,662,657,20,99,0.4,137291,-98,254,0.0770864946889226,29,0.00880121396054628,5,0.00151745068285281,1,0.000303490136570561,0,0,0,0,0,0,0,0,0,0,0.170864946889226,0.81638846737481,0.0127465857359636,689,35.7817905918058
179673857_H02,701851,1,211,38400,2974,1382,168,78,161,417,171,45,12,12,10,36,103,80,46,18,14,6,4,0,1,1214,387,27,15,10,496,496,493,28,99,0.4,118212,-100,373,0.12542030934768,14,0.0047074646940148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136516476126429,0.794552790854069,0.0689307330195024,732,35.182246133154
179673857_H03,701851,1,211,38400,3258,2178,121,143,300,367,248,146,199,163,144,111,111,97,17,5,4,1,0,1,0,2057,999,21,14,9,599,599,593,46,99,0.6,128008,-101,845,0.259361571516268,154,0.047268262737876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142725598526704,0.7719459791283,0.0853284223449969,738,35.8265807243708
179673857_H04,701851,1,211,38400,2945,2254,234,147,95,135,283,171,174,241,172,90,121,103,143,66,74,5,0,0,0,2020,1360,26,18,16,696,696,693,60,100,0.7,118406,-100,967,0.328353140916808,249,0.0845500848896435,132,0.0448217317487267,7,0.00237691001697793,3,0.00101867572156197,2,0.00067911714770798,0,0,0,0,120,0.0407470288624788,0.0886247877758913,0.870288624787776,0.0410865874363328,711,35.8821731748727
179673857_H05,701851,1,211,38400,2451,1300,285,145,80,72,67,56,52,137,165,60,51,62,33,16,11,2,2,2,2,1015,651,40,21,14,700,700,699,50,100,0.5,107590,-96,485,0.197878416972664,158,0.0644634842921257,7,0.00285597715218278,1,0.000407996736026112,0,0,0,0,0,0,0,0,0,0,0.24235006119951,0.644226846185231,0.113423092615259,718,35.6372909016728
179673857_H06,701851,1,211,38400,2398,1233,666,112,70,101,68,50,35,42,30,18,15,14,4,2,1,1,3,1,0,567,216,37,12,10,778,711,710,18,91,0.5,107630,-95,180,0.0750625521267723,27,0.0112593828190158,8,0.00333611342785655,1,0.000417014178482068,0,0,0,0,0,0,0,0,5,0.00208507089241034,0.277731442869058,0.718098415346122,0.00417014178482068,610,35.8632193494579
179673857_H07,701851,1,211,38400,3456,1985,839,178,77,153,185,153,130,109,62,24,34,25,9,3,3,0,1,0,0,1146,553,38,15,14,624,623,616,28,99,0.5,139796,-100,477,0.138020833333333,60,0.0173611111111111,15,0.00434027777777778,1,0.000289351851851852,0,0,0,0,0,0,0,0,10,0.00289351851851852,0.183159722222222,0.814525462962963,0.00231481481481481,681,35.3006365740741
179673857_H08,701851,1,211,38400,4682,2963,989,191,148,148,252,268,182,142,198,145,126,69,36,37,12,7,5,1,7,1974,1235,46,21,17,773,763,731,42,95,0.6,182335,-101,855,0.182614267407091,324,0.0692011960700555,50,0.0106791969243913,6,0.00128150363092695,0,0,0,0,0,0,0,0,10,0.00213583938487826,0.209525843656557,0.776164032464759,0.0143101238786843,694,35.2565143101239
179673857_H09,701851,1,211,38400,4962,3780,1251,166,177,228,301,311,272,237,230,172,163,124,68,39,18,11,3,1,8,2529,1657,36,20,17,774,764,664,44,86,0.7,194929,-101,1106,0.222893994357114,421,0.08484482063684,91,0.0183393792825474,34,0.00685207577589682,5,0.00100765820233777,0,0,0,0,0,0,12,0.00241837968561064,0.16142684401451,0.822249093107618,0.0163240628778718,712,34.9792422410318
179673857_H10,701851,1,211,38400,7939,6294,1383,240,238,476,617,531,490,565,476,365,326,283,166,76,28,19,3,9,3,4911,3340,49,24,19,615,611,564,53,92,0.7,305667,-101,2508,0.315908804635344,604,0.0760801108451946,158,0.019901750850233,55,0.0069278246630558,15,0.00188940672628795,0,0,0,0,0,0,15,0.00188940672628795,0.177352311374228,0.811311248268044,0.0113364403577277,720,35.0143594911198
179673857_H11,701851,1,211,38400,8528,7355,1963,294,299,470,636,622,643,590,560,459,334,238,134,60,18,15,9,2,9,5392,3693,56,29,24,483,478,443,50,92,0.8,328214,-102,2604,0.305347091932458,818,0.0959193245778612,216,0.025328330206379,50,0.00586303939962477,5,0.000586303939962477,0,0,0,0,0,0,35,0.00410412757973734,0.154666979362101,0.826102251407129,0.0192307692307692,769,35.3049953095685
179673857_H12,701851,1,211,38400,7909,7428,1876,385,439,689,837,697,576,506,477,354,251,141,91,46,30,14,8,6,5,5552,3202,41,20,18,894,878,811,43,91,0.9,302238,-102,2331,0.294727525603743,727,0.0919205967884688,124,0.0156783411303578,16,0.00202301175875585,4,0.000505752939688962,0,0,0,0,0,0,52,0.00657478821595651,0.163737514224301,0.836136047540776,0.00012643823492224,713,34.9639651030472
179673857_H13,701851,1,211,38400,6277,5870,1428,214,235,363,685,625,580,453,380,294,233,140,102,70,31,26,5,4,2,4442,2945,49,22,15,584,580,556,50,95,0.9,259370,-99,2165,0.344909988848176,699,0.111358929424885,68,0.0108332005735224,12,0.00191174127768042,1,0.000159311773140035,0,0,0,0,0,0,15,0.00238967659710053,0.284052891508683,0.712282937709097,0.00366417078222081,638,35.3253146407519
179673857_H14,701851,1,211,38400,4113,3267,1030,119,125,204,305,284,278,217,163,171,153,98,60,31,17,2,4,2,4,2237,1484,39,21,19,622,620,557,45,90,0.7,176424,-97,1140,0.277169948942378,264,0.0641867250182349,50,0.012156576707999,22,0.00534889375151957,7,0.00170192073911986,1,0.000243131534159981,0,0,0,0,16,0.00389010454655969,0.405786530513008,0.594213469486993,0,601,35.6024799416484
179673857_H15,701851,1,211,38400,5793,5207,1489,225,250,327,415,405,382,370,298,223,189,115,226,215,35,13,10,4,16,3718,2501,43,20,17,356,349,334,48,94,0.8,243294,-98,1940,0.334886932504747,493,0.0851027101674435,59,0.0101847056792681,7,0.0012083549110996,1,0.000172622130157086,1,0.000172622130157086,0,0,0,0,19,0.00327982047298464,0.33592266528569,0.663904712584153,0.000172622130157086,659,35.4477818056275
179673857_H16,701851,1,211,38400,4706,3545,945,96,109,175,300,278,214,198,144,102,91,75,411,354,34,6,6,0,7,2600,1920,38,22,21,13,6,3,54,23,0.7,206339,-96,1624,0.345091372715682,251,0.0533361665958351,34,0.00722481937951551,9,0.00191245218869528,1,0.000212494687632809,1,0.000212494687632809,0,0,0,0,11,0.0023374415639609,0.415639609009775,0.582872928176796,0.00148746281342966,596,35.4475138121547
179673857_H17,701851,1,211,38400,4775,3905,1004,165,163,270,396,301,302,302,245,191,170,101,135,107,27,15,4,7,0,2901,1907,28,22,18,671,670,565,49,84,0.8,202589,-98,1274,0.266806282722513,532,0.111413612565445,82,0.0171727748691099,17,0.00356020942408377,2,0.000418848167539267,0,0,0,0,0,0,38,0.00795811518324607,0.208586387434555,0.787225130890052,0.00418848167539267,687,35.5472251308901
179673857_H18,701851,1,211,38400,4236,3144,949,113,132,259,319,287,239,191,168,136,126,71,68,36,17,16,6,7,4,2195,1372,34,16,13,555,550,450,44,81,0.7,179165,-98,967,0.228281397544854,333,0.0786118980169972,51,0.0120396600566572,21,0.00495750708215297,0,0,0,0,0,0,0,0,14,0.00330500472143532,0.187913125590179,0.812086874409821,0,666,35.5871104815864
179673857_H19,701851,1,211,38400,5814,5356,1321,255,294,474,561,516,466,360,311,276,176,122,77,61,28,22,15,8,13,4035,2451,46,25,19,256,253,209,46,82,0.9,241793,-98,1888,0.324733402132783,478,0.0822153422772618,70,0.0120399036807706,12,0.00206398348813209,3,0.000515995872033024,0,0,0,0,0,0,28,0.00481596147230822,0.214654282765738,0.784829721362229,0.000515995872033024,653,35.4255245958032
179673857_H20,701851,1,211,38400,5609,4824,1076,196,276,317,396,343,420,407,394,296,255,197,134,74,28,7,5,1,2,3748,2563,66,21,15,285,284,261,53,92,0.8,235729,-98,1649,0.293991798894634,723,0.12889998217151,159,0.0283472989837761,30,0.00534854697807096,1,0.000178284899269032,1,0.000178284899269032,0,0,0,0,92,0.0164022107327509,0.155464432162596,0.842396149046176,0.00213941879122838,742,34.7685862007488
179673857_H21,701851,1,211,38400,6484,5769,1167,158,185,327,417,440,536,520,477,428,361,295,238,119,59,26,10,4,2,4602,3515,56,23,18,443,441,414,61,93,0.8,282397,-96,2225,0.343152375077113,950,0.146514497223936,277,0.0427205428747687,56,0.00863664404688464,6,0.000925354719309068,1,0.000154225786551511,0,0,0,0,153,0.0235965453423812,0.132942628007403,0.867057371992597,0,699,35.431215299198
179673857_H22,701851,1,211,38400,4638,2650,896,79,125,237,282,194,176,181,180,102,67,45,45,21,10,4,1,4,1,1754,1031,37,16,13,673,670,659,39,98,0.5,209909,-95,818,0.176369124622682,166,0.0357912893488573,38,0.00819318671841311,9,0.0019404915912031,0,0,0,0,0,0,0,0,11,0.00237171194480379,0.232858990944373,0.767141009055627,0,616,35.7652005174644
179673857_H23,701851,1,211,38400,3609,1953,202,66,117,243,317,225,263,299,138,53,15,7,3,2,0,0,2,1,0,1751,1008,32,13,9,497,497,481,52,97,0.5,150674,-98,888,0.246051537822111,101,0.027985591576614,16,0.00443336104183985,3,0.000831255195344971,0,0,0,0,0,0,0,0,2,0.000554170130229981,0.0822942643391521,0.917705735660848,0,640,35.8775284012192
179673858,701851,2,212,38400,39157,39472,1991,534,756,1711,2808,3447,5212,5443,5275,4143,2881,1961,1289,737,455,289,187,132,221,37481,31672,120,53,40,10626,7437,5860,80,55,1,2292272,-81,23139,0.590928824986592,4939,0.126133258421227,2533,0.0646883060500038,915,0.023367469417984,130,0.00331996833260975,14,0.000357535051204127,2,5.10764358863039e-005,0,0,2166,0.0553157800648671,0.853563858313967,0.126541869908318,0.0198942717777154,332,35.8706744643359
179673858_H00,701851,2,212,38400,1349,1454,28,7,21,59,47,62,318,374,105,54,63,131,129,19,16,9,6,2,4,1426,1292,20,12,12,154,131,120,89,78,1,81951,-79,998,0.739807264640474,161,0.11934766493699,82,0.0607857672349889,41,0.0303928836174944,8,0.00593031875463306,2,0.00148257968865827,0,0,0,0,68,0.050407709414381,0.921423276501112,0.0785767234988881,0,281,35.9651593773165
179673858_H01,701851,2,212,38400,1404,1123,15,3,35,41,32,37,382,281,78,40,56,81,14,10,10,5,2,0,1,1108,997,18,13,13,161,97,80,89,50,0.7,85872,-79,896,0.638176638176638,88,0.0626780626780627,13,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,12,0.00854700854700855,0.908119658119658,0.0790598290598291,0.0128205128205128,307,35.9430199430199
179673858_H02,701851,2,212,38400,1323,1156,19,5,22,50,46,27,123,250,276,100,89,100,23,15,1,4,2,3,1,1137,1014,21,13,13,25,11,11,88,44,0.8,81997,-78,803,0.606953892668178,185,0.139833711262283,19,0.0143613000755858,6,0.00453514739229025,1,0.000755857898715042,0,0,0,0,0,0,17,0.0128495842781557,0.841269841269841,0.154195011337868,0.00453514739229025,345,35.984126984127
179673858_H03,701851,2,212,38400,1014,654,3,0,2,16,10,7,1,100,422,77,10,4,0,1,1,0,0,0,0,651,623,10,8,8,127,112,108,95,85,0.6,64526,-76,611,0.602564102564103,5,0.00493096646942801,4,0.00394477317554241,3,0.0029585798816568,0,0,0,0,0,0,0,0,4,0.00394477317554241,0.998027613412229,0.0019723865877712,0,171,35.9783037475345
179673858_H04,701851,2,212,38400,1016,739,5,0,1,3,2,6,4,13,269,211,204,5,0,5,7,2,1,0,1,734,728,12,8,8,129,108,99,99,77,0.7,64226,-77,710,0.698818897637795,12,0.0118110236220472,6,0.00590551181102362,0,0,0,0,0,0,0,0,0,0,4,0.00393700787401575,0.994094488188976,0.00590551181102362,0,180,35.9950787401575
179673858_H05,701851,2,212,38400,1236,804,14,1,1,7,6,14,10,9,45,410,245,7,7,3,7,9,4,2,3,790,775,15,10,9,720,201,128,96,18,0.6,75303,-79,737,0.596278317152104,19,0.0153721682847896,10,0.00809061488673139,6,0.00485436893203883,1,0.000809061488673139,1,0.000809061488673139,1,0.000809061488673139,0,0,10,0.00809061488673139,0.974919093851133,0.0250809061488673,0,221,35.9902912621359
179673858_H06,701851,2,212,38400,1157,988,35,10,17,26,41,27,36,28,219,389,117,22,10,6,3,0,0,0,2,953,859,23,10,10,433,218,197,87,45,0.8,70619,-79,788,0.681071737251512,43,0.0371650821089023,26,0.0224719101123596,2,0.0017286084701815,0,0,0,0,0,0,0,0,24,0.020743301642178,0.909248055315471,0.0898876404494382,0.000864304235090752,276,35.9567847882455
179673858_H07,701851,2,212,38400,1311,1105,36,7,16,28,41,46,73,250,369,108,34,34,17,12,12,4,7,4,7,1069,977,31,23,21,244,227,207,88,85,0.8,77673,-81,778,0.593440122044241,102,0.0778032036613272,70,0.053394355453852,23,0.0175438596491228,3,0.0022883295194508,1,0.0007627765064836,0,0,0,0,57,0.0434782608695652,0.871853546910755,0.0961098398169336,0.0320366132723112,324,35.815408085431
179673858_H08,701851,2,212,38400,1866,1893,124,44,47,80,106,149,240,355,269,174,94,76,45,22,17,17,10,8,16,1769,1492,36,25,25,392,339,267,79,68,1,102705,-85,1018,0.545551982851018,323,0.173097534833869,126,0.067524115755627,20,0.0107181136120043,5,0.00267952840300107,0,0,0,0,0,0,104,0.0557341907824223,0.839764201500536,0.0471596998928189,0.113076098606645,455,35.7604501607717
179673858_H09,701851,2,212,38400,2173,2074,160,34,64,121,177,291,331,273,168,97,88,91,78,29,21,15,11,12,13,1914,1518,32,28,25,520,311,175,73,34,0.9,124039,-83,1123,0.516797054763,254,0.116889093419236,100,0.0460193281178095,31,0.0142659917165209,6,0.00276115968706857,3,0.00138057984353428,1,0.000460193281178095,0,0,91,0.0418775885872066,0.884491486424298,0.0497008743672342,0.0658076392084676,382,35.8182236539347
179673858_H10,701851,2,212,38400,1991,2004,194,57,71,78,145,230,304,229,193,151,112,70,63,48,17,12,8,11,11,1810,1459,25,20,17,635,421,268,73,42,1,116402,-82,1095,0.549974886991462,221,0.110999497739829,101,0.0507282772476143,38,0.0190858864892014,4,0.00200904068307383,0,0,0,0,0,0,91,0.0457056755399297,0.835258663987946,0.126067302862883,0.0386740331491713,325,35.8312405826218
179673858_H11,701851,2,212,38400,1945,2320,214,44,41,118,207,244,286,235,259,211,183,95,55,37,28,25,14,12,12,2106,1696,27,18,16,636,378,288,73,45,1.1,113935,-81,1221,0.627763496143959,305,0.15681233933162,116,0.0596401028277635,44,0.0226221079691517,10,0.0051413881748072,0,0,0,0,0,0,99,0.0508997429305913,0.90025706940874,0.0894601542416452,0.0102827763496144,266,35.8683804627249
179673858_H12,701851,2,212,38400,2677,3175,106,33,46,120,280,241,294,416,496,418,279,161,131,87,29,14,12,3,9,3069,2590,27,20,16,635,491,375,82,59,1.1,148810,-84,1822,0.680612626073963,426,0.159133358236832,241,0.0900261486738887,88,0.0328726186029137,10,0.00373552484124019,3,0.00112065745237206,0,0,0,0,215,0.0803137840866642,0.838625326858424,0.161001120657452,0.000373552484124019,295,35.9170713485245
179673858_H13,701851,2,212,38400,2530,3280,104,33,35,183,326,331,501,379,389,326,234,198,126,52,31,12,7,4,9,3176,2599,28,23,21,969,803,502,79,52,1.2,141956,-84,1597,0.631225296442688,496,0.19604743083004,339,0.13399209486166,148,0.058498023715415,18,0.00711462450592885,1,0.000395256916996047,0,0,0,0,324,0.128063241106719,0.785375494071146,0.208300395256917,0.00632411067193676,386,35.9304347826087
179673858_H14,701851,2,212,38400,2059,1759,126,28,29,84,156,235,256,215,155,134,96,59,47,36,19,27,16,13,28,1633,1336,23,19,18,532,379,215,76,40,0.8,120315,-82,1007,0.489072365225838,194,0.0942204953861098,99,0.0480815930063137,30,0.014570179698883,5,0.00242836328314716,1,0.000485672656629432,0,0,0,0,82,0.0398251578436134,0.872268091306459,0.120446818844099,0.00728508984944148,326,35.8397280233123
179673858_H15,701851,2,212,38400,1816,1995,165,40,55,91,119,149,230,255,239,193,149,98,80,44,38,17,13,7,13,1830,1525,26,21,20,938,690,579,76,62,1,102081,-84,1066,0.587004405286344,235,0.129405286343612,151,0.0831497797356828,60,0.0330396475770925,13,0.00715859030837004,0,0,0,0,0,0,113,0.0622246696035242,0.841960352422907,0.142070484581498,0.0159691629955947,377,35.7824889867841
179673858_H16,701851,2,212,38400,1385,1652,120,38,47,74,138,151,121,152,156,149,142,105,91,60,40,19,19,14,16,1532,1235,24,21,17,1106,981,931,75,84,1.1,74934,-86,782,0.564620938628159,238,0.171841155234657,141,0.101805054151625,69,0.0498194945848375,5,0.0036101083032491,0,0,0,0,0,0,120,0.0866425992779783,0.802888086642599,0.175451263537906,0.0216606498194946,446,35.7509025270758
